transition_id,person_id,from_role,to_role,from_industry,to_industry,transition_date,transition_time_months
1953,986,Auditor,Technology Support,Finance,Technology,2020-04-06,5
1954,987,Professor,Auditor,Education,Finance,2015-04-11,22
1955,987,Accountant,Software Developer,Finance,Technology,2016-04-10,15
1956,988,Financial Analyst,Nurse,Finance,Healthcare,2018-12-03,19
1957,989,Medical Assistant,Cashier,Healthcare,Retail,2020-03-13,4
1958,989,Store Manager,Receptionist,Retail,Hospitality,2021-03-13,10
1959,990,Teacher,Hotel Manager,Education,Hospitality,2017-02-27,8
1960,990,Chef,Teacher,Hospitality,Education,2018-02-27,22
1961,990,Professor,Machine Operator,Education,Manufacturing,2019-02-27,13
1962,991,Quality Inspector,Store Manager,Manufacturing,Retail,2019-10-09,7
1963,991,Sales Associate,Nurse,Retail,Healthcare,2020-10-08,4
1964,991,Nurse,Teacher,Healthcare,Education,2021-10-08,15
1965,992,Sales Associate,Accountant,Retail,Finance,2017-07-13,9
1966,992,Auditor,Quality Inspector,Finance,Manufacturing,2018-07-13,3
1967,993,Software Developer,Store Manager,Technology,Retail,2020-01-02,4
1968,993,Sales Associate,Teacher,Retail,Education,2021-01-01,13
1969,993,Librarian,Pharmacist,Education,Healthcare,2022-01-01,19
1970,994,Accountant,Hotel Manager,Finance,Hospitality,2015-01-14,7
1971,994,Chef,Cashier,Hospitality,Retail,2016-01-14,10
1972,995,Professor,Assembly Line Worker,Education,Manufacturing,2021-06-10,12
1973,996,Data Analyst,Accountant,Technology,Finance,2022-03-23,3
1974,996,Auditor,Teacher,Finance,Education,2023-03-23,24
1975,997,Chef,Professor,Hospitality,Education,2018-01-09,15
1976,997,Librarian,Data Analyst,Education,Technology,2019-01-09,8
1977,997,Data Analyst,Professor,Technology,Education,2020-01-09,12
1978,998,Teacher,Technology Support,Education,Technology,2023-09-19,10
1979,998,Software Developer,Sales Associate,Technology,Retail,2024-09-18,2
1980,999,Nurse,Sales Associate,Healthcare,Retail,2018-03-13,7
1981,1000,Hotel Manager,Technology Support,Hospitality,Technology,2019-08-06,16
1982,1000,Technology Support,Store Manager,Technology,Retail,2020-08-05,11
1983,1000,Sales Associate,Medical Assistant,Retail,Healthcare,2021-08-05,4
1984,1001,Teacher,Pharmacist,Education,Healthcare,2021-12-23,16
1985,1002,Teacher,Medical Assistant,Education,Healthcare,2018-04-03,23
1986,1002,Nurse,Software Developer,Healthcare,Technology,2019-04-03,11
1987,1002,Software Developer,Chef,Technology,Hospitality,2020-04-02,7
1988,1003,Nurse,Data Analyst,Healthcare,Technology,2018-06-06,13
1989,1003,Data Analyst,Sales Associate,Technology,Retail,2019-06-06,19
1990,1003,Store Manager,Receptionist,Retail,Hospitality,2020-06-05,17
1991,1004,Store Manager,Accountant,Retail,Finance,2020-02-07,22
1992,1004,Auditor,Professor,Finance,Education,2021-02-06,13
1993,1005,Store Manager,Software Developer,Retail,Technology,2023-10-20,12
1994,1006,Chef,Auditor,Hospitality,Finance,2024-03-01,1
1995,1006,Auditor,Professor,Finance,Education,2025-03-01,1
1996,1006,Teacher,Cashier,Education,Retail,2026-03-01,20
1997,1007,Professor,Hotel Manager,Education,Hospitality,2018-11-30,14
1998,1007,Receptionist,Software Developer,Hospitality,Technology,2019-11-30,15
1999,1007,Data Analyst,Receptionist,Technology,Hospitality,2020-11-29,11
2000,1008,Assembly Line Worker,Librarian,Manufacturing,Education,2019-01-19,9
2001,1008,Professor,Assembly Line Worker,Education,Manufacturing,2020-01-19,17
2002,1009,Financial Analyst,Quality Inspector,Finance,Manufacturing,2019-05-19,7
2003,1009,Assembly Line Worker,Data Analyst,Manufacturing,Technology,2020-05-18,1
2004,1009,Technology Support,Assembly Line Worker,Technology,Manufacturing,2021-05-18,9
2005,1010,Machine Operator,Nurse,Manufacturing,Healthcare,2018-07-20,24
2006,1011,Teacher,Auditor,Education,Finance,2023-01-15,2
2007,1011,Auditor,Receptionist,Finance,Hospitality,2024-01-15,24
2008,1012,Store Manager,Data Analyst,Retail,Technology,2021-04-23,15
2009,1012,Technology Support,Financial Analyst,Technology,Finance,2022-04-23,17
2010,1012,Financial Analyst,Medical Assistant,Finance,Healthcare,2023-04-23,13
2011,1013,Medical Assistant,Machine Operator,Healthcare,Manufacturing,2016-09-29,9
2012,1013,Quality Inspector,Pharmacist,Manufacturing,Healthcare,2017-09-29,12
2013,1013,Nurse,Hotel Manager,Healthcare,Hospitality,2018-09-29,3
2014,1014,Professor,Medical Assistant,Education,Healthcare,2023-12-18,22
2015,1014,Pharmacist,Financial Analyst,Healthcare,Finance,2024-12-17,15
2016,1014,Financial Analyst,Teacher,Finance,Education,2025-12-17,7
2017,1015,Quality Inspector,Accountant,Manufacturing,Finance,2021-06-26,1
2018,1015,Accountant,Librarian,Finance,Education,2022-06-26,14
2019,1015,Teacher,Store Manager,Education,Retail,2023-06-26,19
2020,1016,Medical Assistant,Chef,Healthcare,Hospitality,2022-06-03,1
2021,1016,Chef,Medical Assistant,Hospitality,Healthcare,2023-06-03,5
2022,1017,Auditor,Quality Inspector,Finance,Manufacturing,2019-04-30,17
2023,1017,Quality Inspector,Nurse,Manufacturing,Healthcare,2020-04-29,18
2024,1017,Pharmacist,Hotel Manager,Healthcare,Hospitality,2021-04-29,21
2025,1018,Machine Operator,Cashier,Manufacturing,Retail,2015-08-20,19
2026,1018,Store Manager,Hotel Manager,Retail,Hospitality,2016-08-19,22
2027,1018,Receptionist,Teacher,Hospitality,Education,2017-08-19,22
2028,1019,Hotel Manager,Machine Operator,Hospitality,Manufacturing,2023-08-21,16
2029,1019,Machine Operator,Technology Support,Manufacturing,Technology,2024-08-20,2
2030,1020,Software Developer,Medical Assistant,Technology,Healthcare,2022-05-24,13
2031,1020,Nurse,Teacher,Healthcare,Education,2023-05-24,13
2032,1020,Librarian,Machine Operator,Education,Manufacturing,2024-05-23,16
2033,1021,Financial Analyst,Sales Associate,Finance,Retail,2021-02-27,8
2034,1021,Cashier,Accountant,Retail,Finance,2022-02-27,22
2035,1021,Auditor,Nurse,Finance,Healthcare,2023-02-27,10
2036,1022,Cashier,Auditor,Retail,Finance,2019-11-25,1
2037,1022,Financial Analyst,Nurse,Finance,Healthcare,2020-11-24,12
2038,1022,Medical Assistant,Quality Inspector,Healthcare,Manufacturing,2021-11-24,9
2039,1023,Teacher,Auditor,Education,Finance,2017-12-27,9
2040,1024,Store Manager,Auditor,Retail,Finance,2019-11-02,8
2041,1024,Auditor,Quality Inspector,Finance,Manufacturing,2020-11-01,23
2042,1025,Machine Operator,Store Manager,Manufacturing,Retail,2019-03-28,20
2043,1025,Cashier,Pharmacist,Retail,Healthcare,2020-03-27,19
2044,1025,Medical Assistant,Quality Inspector,Healthcare,Manufacturing,2021-03-27,4
2045,1026,Accountant,Machine Operator,Finance,Manufacturing,2024-07-24,10
2046,1026,Machine Operator,Auditor,Manufacturing,Finance,2025-07-24,24
2047,1027,Accountant,Store Manager,Finance,Retail,2018-01-02,20
2048,1028,Accountant,Hotel Manager,Finance,Hospitality,2021-07-12,21
2049,1028,Hotel Manager,Medical Assistant,Hospitality,Healthcare,2022-07-12,2
2050,1029,Nurse,Auditor,Healthcare,Finance,2017-04-09,4
2051,1030,Auditor,Machine Operator,Finance,Manufacturing,2024-06-07,19
2052,1030,Quality Inspector,Store Manager,Manufacturing,Retail,2025-06-07,17
2053,1030,Sales Associate,Pharmacist,Retail,Healthcare,2026-06-07,16
2054,1031,Professor,Hotel Manager,Education,Hospitality,2020-08-11,24
2055,1032,Teacher,Assembly Line Worker,Education,Manufacturing,2020-11-04,23
2056,1032,Assembly Line Worker,Software Developer,Manufacturing,Technology,2021-11-04,18
2057,1033,Chef,Sales Associate,Hospitality,Retail,2015-05-10,12
2058,1034,Software Developer,Cashier,Technology,Retail,2022-08-26,1
2059,1034,Cashier,Technology Support,Retail,Technology,2023-08-26,15
2060,1034,Technology Support,Financial Analyst,Technology,Finance,2024-08-25,3
2061,1035,Quality Inspector,Nurse,Manufacturing,Healthcare,2019-07-30,14
2062,1035,Medical Assistant,Machine Operator,Healthcare,Manufacturing,2020-07-29,23
2063,1036,Teacher,Assembly Line Worker,Education,Manufacturing,2018-06-22,1
2064,1036,Quality Inspector,Financial Analyst,Manufacturing,Finance,2019-06-22,20
2065,1037,Medical Assistant,Quality Inspector,Healthcare,Manufacturing,2020-10-13,8
2066,1037,Assembly Line Worker,Auditor,Manufacturing,Finance,2021-10-13,15
2067,1038,Receptionist,Nurse,Hospitality,Healthcare,2015-05-15,16
2068,1038,Nurse,Auditor,Healthcare,Finance,2016-05-14,20
2069,1039,Auditor,Assembly Line Worker,Finance,Manufacturing,2024-10-29,16
2070,1039,Machine Operator,Teacher,Manufacturing,Education,2025-10-29,19
2071,1039,Teacher,Data Analyst,Education,Technology,2026-10-29,24
2072,1040,Technology Support,Librarian,Technology,Education,2020-11-28,4
2073,1041,Teacher,Receptionist,Education,Hospitality,2017-10-10,20
2074,1041,Hotel Manager,Pharmacist,Hospitality,Healthcare,2018-10-10,18
2075,1042,Machine Operator,Librarian,Manufacturing,Education,2024-07-08,4
2076,1042,Teacher,Nurse,Education,Healthcare,2025-07-08,15
2077,1043,Librarian,Receptionist,Education,Hospitality,2023-11-25,4
2078,1044,Quality Inspector,Hotel Manager,Manufacturing,Hospitality,2021-05-08,18
2079,1044,Receptionist,Medical Assistant,Hospitality,Healthcare,2022-05-08,7
2080,1044,Pharmacist,Machine Operator,Healthcare,Manufacturing,2023-05-08,15
2081,1045,Data Analyst,Auditor,Technology,Finance,2019-08-18,11
2082,1045,Financial Analyst,Data Analyst,Finance,Technology,2020-08-17,19
2083,1046,Pharmacist,Technology Support,Healthcare,Technology,2023-02-28,3
2084,1047,Auditor,Software Developer,Finance,Technology,2015-02-21,18
2085,1048,Quality Inspector,Teacher,Manufacturing,Education,2019-03-26,19
2086,1049,Receptionist,Teacher,Hospitality,Education,2024-09-07,9
2087,1049,Librarian,Data Analyst,Education,Technology,2025-09-07,11
2088,1049,Technology Support,Machine Operator,Technology,Manufacturing,2026-09-07,17
2089,1050,Financial Analyst,Hotel Manager,Finance,Hospitality,2022-04-06,22
2090,1050,Receptionist,Pharmacist,Hospitality,Healthcare,2023-04-06,15
2091,1051,Store Manager,Machine Operator,Retail,Manufacturing,2022-03-06,19
2092,1052,Cashier,Librarian,Retail,Education,2019-10-27,3
2093,1052,Professor,Store Manager,Education,Retail,2020-10-26,21
2094,1052,Store Manager,Teacher,Retail,Education,2021-10-26,23
2095,1053,Store Manager,Financial Analyst,Retail,Finance,2020-07-23,5
2096,1053,Financial Analyst,Software Developer,Finance,Technology,2021-07-23,11
2097,1054,Data Analyst,Store Manager,Technology,Retail,2018-07-25,7
2098,1055,Financial Analyst,Medical Assistant,Finance,Healthcare,2020-06-28,13
2099,1055,Nurse,Store Manager,Healthcare,Retail,2021-06-28,2
2100,1056,Receptionist,Machine Operator,Hospitality,Manufacturing,2016-08-20,11
2101,1056,Assembly Line Worker,Auditor,Manufacturing,Finance,2017-08-20,20
2102,1056,Accountant,Store Manager,Finance,Retail,2018-08-20,5
2103,1057,Auditor,Nurse,Finance,Healthcare,2023-01-01,6
2104,1058,Financial Analyst,Machine Operator,Finance,Manufacturing,2021-11-20,19
2105,1059,Librarian,Data Analyst,Education,Technology,2020-07-31,8
2106,1059,Technology Support,Machine Operator,Technology,Manufacturing,2021-07-31,7
2107,1059,Assembly Line Worker,Hotel Manager,Manufacturing,Hospitality,2022-07-31,5
2108,1060,Quality Inspector,Financial Analyst,Manufacturing,Finance,2015-10-06,10
2109,1060,Financial Analyst,Teacher,Finance,Education,2016-10-05,24
2110,1060,Teacher,Auditor,Education,Finance,2017-10-05,16
2111,1061,Pharmacist,Software Developer,Healthcare,Technology,2019-05-26,7
2112,1062,Technology Support,Nurse,Technology,Healthcare,2022-10-16,9
2113,1062,Nurse,Software Developer,Healthcare,Technology,2023-10-16,17
2114,1062,Technology Support,Accountant,Technology,Finance,2024-10-15,9
2115,1063,Store Manager,Nurse,Retail,Healthcare,2017-02-13,22
2116,1063,Pharmacist,Teacher,Healthcare,Education,2018-02-13,8
2117,1063,Teacher,Auditor,Education,Finance,2019-02-13,19
2118,1064,Professor,Accountant,Education,Finance,2024-05-07,7
2119,1064,Auditor,Teacher,Finance,Education,2025-05-07,20
2120,1064,Librarian,Financial Analyst,Education,Finance,2026-05-07,13
2121,1065,Store Manager,Data Analyst,Retail,Technology,2023-11-25,12
2122,1065,Software Developer,Quality Inspector,Technology,Manufacturing,2024-11-24,24
2123,1065,Quality Inspector,Pharmacist,Manufacturing,Healthcare,2025-11-24,8
2124,1066,Chef,Software Developer,Hospitality,Technology,2018-06-05,20
2125,1067,Teacher,Financial Analyst,Education,Finance,2015-01-29,4
2126,1067,Accountant,Teacher,Finance,Education,2016-01-29,12
2127,1067,Teacher,Pharmacist,Education,Healthcare,2017-01-28,17
2128,1068,Assembly Line Worker,Medical Assistant,Manufacturing,Healthcare,2015-08-22,17
2129,1069,Sales Associate,Hotel Manager,Retail,Hospitality,2020-10-15,6
2130,1069,Chef,Accountant,Hospitality,Finance,2021-10-15,12
2131,1070,Hotel Manager,Sales Associate,Hospitality,Retail,2019-08-30,11
2132,1070,Cashier,Assembly Line Worker,Retail,Manufacturing,2020-08-29,21
2133,1071,Software Developer,Teacher,Technology,Education,2017-04-27,18
2134,1071,Teacher,Accountant,Education,Finance,2018-04-27,8
2135,1071,Financial Analyst,Quality Inspector,Finance,Manufacturing,2019-04-27,7
2136,1072,Auditor,Pharmacist,Finance,Healthcare,2024-05-13,16
2137,1072,Nurse,Quality Inspector,Healthcare,Manufacturing,2025-05-13,12
2138,1073,Accountant,Medical Assistant,Finance,Healthcare,2023-08-27,20
2139,1074,Nurse,Technology Support,Healthcare,Technology,2022-09-30,23
2140,1075,Accountant,Nurse,Finance,Healthcare,2018-08-11,16
2141,1076,Cashier,Data Analyst,Retail,Technology,2019-09-04,19
2142,1077,Technology Support,Teacher,Technology,Education,2019-11-05,13
2143,1078,Hotel Manager,Sales Associate,Hospitality,Retail,2021-11-02,5
2144,1078,Sales Associate,Accountant,Retail,Finance,2022-11-02,22
2145,1079,Hotel Manager,Technology Support,Hospitality,Technology,2021-06-02,10
2146,1079,Data Analyst,Nurse,Technology,Healthcare,2022-06-02,7
2147,1079,Nurse,Teacher,Healthcare,Education,2023-06-02,9
2148,1080,Cashier,Software Developer,Retail,Technology,2023-10-14,14
2149,1081,Software Developer,Sales Associate,Technology,Retail,2022-05-18,13
2150,1081,Sales Associate,Accountant,Retail,Finance,2023-05-18,10
2151,1081,Auditor,Data Analyst,Finance,Technology,2024-05-17,14
2152,1082,Chef,Cashier,Hospitality,Retail,2022-04-24,21
2153,1082,Store Manager,Nurse,Retail,Healthcare,2023-04-24,23
2154,1083,Receptionist,Machine Operator,Hospitality,Manufacturing,2022-08-28,12
2155,1084,Technology Support,Cashier,Technology,Retail,2024-03-02,19
2156,1085,Machine Operator,Chef,Manufacturing,Hospitality,2024-11-09,12
2157,1085,Receptionist,Accountant,Hospitality,Finance,2025-11-09,24
2158,1086,Assembly Line Worker,Data Analyst,Manufacturing,Technology,2019-05-24,8
2159,1087,Assembly Line Worker,Cashier,Manufacturing,Retail,2022-10-10,22
2160,1087,Cashier,Pharmacist,Retail,Healthcare,2023-10-10,7
2161,1088,Chef,Sales Associate,Hospitality,Retail,2015-04-12,19
2162,1088,Sales Associate,Quality Inspector,Retail,Manufacturing,2016-04-11,14
2163,1088,Machine Operator,Data Analyst,Manufacturing,Technology,2017-04-11,9
2164,1089,Software Developer,Medical Assistant,Technology,Healthcare,2021-12-13,11
2165,1089,Pharmacist,Librarian,Healthcare,Education,2022-12-13,16
2166,1090,Professor,Receptionist,Education,Hospitality,2016-10-23,11
2167,1090,Chef,Technology Support,Hospitality,Technology,2017-10-23,18
2168,1090,Data Analyst,Hotel Manager,Technology,Hospitality,2018-10-23,11
2169,1091,Store Manager,Machine Operator,Retail,Manufacturing,2022-10-14,4
2170,1092,Medical Assistant,Receptionist,Healthcare,Hospitality,2015-05-19,19
2171,1092,Chef,Teacher,Hospitality,Education,2016-05-18,13
2172,1093,Professor,Store Manager,Education,Retail,2022-05-15,10
2173,1093,Cashier,Chef,Retail,Hospitality,2023-05-15,22
2174,1093,Chef,Machine Operator,Hospitality,Manufacturing,2024-05-14,5
2175,1094,Assembly Line Worker,Technology Support,Manufacturing,Technology,2024-12-09,16
2176,1094,Data Analyst,Librarian,Technology,Education,2025-12-09,8
2177,1094,Professor,Store Manager,Education,Retail,2026-12-09,24
2178,1095,Medical Assistant,Professor,Healthcare,Education,2015-11-16,19
2179,1095,Professor,Chef,Education,Hospitality,2016-11-15,14
2180,1095,Chef,Technology Support,Hospitality,Technology,2017-11-15,15
2181,1096,Pharmacist,Store Manager,Healthcare,Retail,2016-06-12,21
2182,1097,Nurse,Technology Support,Healthcare,Technology,2019-06-09,6
2183,1098,Technology Support,Machine Operator,Technology,Manufacturing,2022-06-29,23
2184,1098,Assembly Line Worker,Store Manager,Manufacturing,Retail,2023-06-29,15
2185,1098,Store Manager,Professor,Retail,Education,2024-06-28,12
2186,1099,Medical Assistant,Hotel Manager,Healthcare,Hospitality,2016-05-24,20
2187,1100,Hotel Manager,Cashier,Hospitality,Retail,2016-05-17,5
2188,1100,Store Manager,Receptionist,Retail,Hospitality,2017-05-17,9
2189,1101,Software Developer,Teacher,Technology,Education,2015-06-13,18
2190,1101,Librarian,Cashier,Education,Retail,2016-06-12,22
2191,1102,Software Developer,Assembly Line Worker,Technology,Manufacturing,2018-08-28,9
2192,1102,Quality Inspector,Hotel Manager,Manufacturing,Hospitality,2019-08-28,7
2193,1103,Teacher,Quality Inspector,Education,Manufacturing,2023-11-28,18
2194,1103,Machine Operator,Receptionist,Manufacturing,Hospitality,2024-11-27,16
2195,1104,Cashier,Machine Operator,Retail,Manufacturing,2019-06-08,5
2196,1105,Software Developer,Nurse,Technology,Healthcare,2022-08-15,15
2197,1105,Nurse,Hotel Manager,Healthcare,Hospitality,2023-08-15,5
2198,1105,Receptionist,Technology Support,Hospitality,Technology,2024-08-14,11
2199,1106,Quality Inspector,Chef,Manufacturing,Hospitality,2016-09-29,22
2200,1106,Receptionist,Data Analyst,Hospitality,Technology,2017-09-29,14
2201,1107,Quality Inspector,Chef,Manufacturing,Hospitality,2020-09-23,19
2202,1108,Chef,Accountant,Hospitality,Finance,2021-09-02,24
2203,1108,Accountant,Pharmacist,Finance,Healthcare,2022-09-02,10
2204,1108,Nurse,Librarian,Healthcare,Education,2023-09-02,6
2205,1109,Pharmacist,Software Developer,Healthcare,Technology,2023-03-05,3
2206,1109,Software Developer,Store Manager,Technology,Retail,2024-03-04,2
2207,1110,Receptionist,Assembly Line Worker,Hospitality,Manufacturing,2021-02-05,18
